respondent_id,Q1_age_group,Q2_gender,Q3_city_tier,Q4_occupation,Q5_monthly_income,Q6_act_gym,Q6_act_yoga,Q6_act_running,Q6_act_cycling,Q6_act_swimming,Q6_act_team_sports,Q6_act_outdoor,Q6_act_home_workout,Q6_act_none,Q7_workout_days_per_week,Q8_workout_location,Q9_goal_weight_loss,Q9_goal_muscle_building,Q9_goal_endurance,Q9_goal_flexibility,Q9_goal_mental_wellness,Q9_goal_recreational,Q9_goal_competitive,Q9_goal_general_health,Q10_influencer_affinity,Q11_current_monthly_spend_inr,Q12_shop_brand_app,Q12_shop_myntra_ajio,Q12_shop_amazon_flipkart,Q12_shop_brand_website,Q12_shop_physical_store,Q12_shop_social_commerce,Q12_shop_local_unbranded,Q13_factor_price,Q13_factor_brand_rep,Q13_factor_fabric_quality,Q13_factor_style,Q13_factor_sustainability,Q13_factor_influencer,Q13_factor_peer_rec,Q13_factor_loyalty_rewards,Q13_factor_size_avail,Q14_purchase_frequency,Q15_brand_nike,Q15_brand_adidas,Q15_brand_puma,Q15_brand_decathlon,Q15_brand_hrx_reebok,Q15_brand_indian_d2c,Q15_brand_unbranded,Q15_brand_none,Q16_feat_personalised_rec,Q16_feat_browse_purchase,Q16_feat_loyalty_rewards,Q16_feat_sustainability_info,Q16_feat_outfit_builder,Q16_feat_size_virtual_tryon,Q16_feat_order_tracking,Q16_feat_community_features,Q16_feat_flash_sales,Q16_feat_brand_collab,Q17_sustainability_importance,Q18_community_challenge_likelihood,Q19_flash_sale_likelihood,Q20_virtual_tryon_importance,Q21_prod_performance_activewear,Q21_prod_casual_athleisure,Q21_prod_sports_footwear,Q21_prod_accessories,Q21_prod_yoga_wellness,Q21_prod_swimwear,Q21_prod_outdoor_gear,Q22_brand_app_usage,Q24_wtp_monthly_inr,Q25_app_download_intent,persona_label
1044,23-27,Male,Metro,Salaried_Private,20k-40k,0,1,1,0,0,0,0,0,0,3-4_days,Outdoors,1,0,0,0,1,0,0,0,Yes_influences_purchases,1245,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,Every_2-3_months,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,2,5,5,1,1,1,1,0,0,0,Uses_regularly,1393,Maybe,Fashion_First
1045,28-32,Male,Tier_3,Salaried_Private,60k-80k,0,0,0,1,1,1,1,1,0,3-4_days,Outdoors,1,1,1,0,0,1,1,1,Yes_occasional,4625,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,Monthly_or_more,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,3,4,4,3,1,0,1,0,0,1,0,Uses_regularly,7566,No,Serious_Athlete
1046,33-35,Prefer_not_to_say,Tier_3,Student,60k-80k,1,0,0,0,0,0,0,1,0,3-4_days,Commercial_gym,0,1,1,0,1,0,0,1,Yes_influences_purchases,3503,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,Monthly_or_more,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,4,4,5,3,1,0,1,1,1,0,1,Installed_rarely,3934,Maybe,Casual_Gym_Goer
1047,23-27,Male,Metro,Salaried_Private,80k-100k,1,1,0,1,1,1,0,1,0,5-7_days,Commercial_gym,0,0,1,1,0,0,0,0,Yes_influences_purchases,3585,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,Every_6_months,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,3,4,5,0,0,0,1,1,0,0,Installed_rarely,3642,Yes,Casual_Gym_Goer
1048,28-32,Female,Tier_1,Salaried_Private,40k-60k,0,0,1,1,0,0,1,0,0,3-4_days,Outdoors,0,0,1,1,0,1,0,0,Yes_occasional,3147,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,Every_2-3_months,0,1,0,0,1,0,1,0,1,1,1,1,0,0,1,0,1,1,5,4,1,2,0,0,1,1,0,1,1,Uses_regularly,4059,Yes,Outdoor_Enthusiast
1049,28-32,Male,Tier_1,Other,Below_20k,0,0,1,0,0,0,1,0,0,3-4_days,Home,1,0,0,1,1,0,0,1,Yes_influences_purchases,644,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,Every_2-3_months,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,3,1,5,1,1,1,1,0,1,1,0,Prefers_3rd_party,955,Yes,Budget_Student
1050,23-27,Prefer_not_to_say,Metro,Salaried_Private,20k-40k,1,1,1,0,0,0,1,1,0,3-4_days,Commercial_gym,1,1,1,1,1,0,0,1,Yes_occasional,1176,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,Monthly_or_more,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,4,5,3,2,1,1,1,0,0,1,0,No_mobile_shopping,1824,No,Casual_Gym_Goer
1051,28-32,Male,Tier_3,Student,20k-40k,1,0,0,0,1,1,0,0,0,1-2_days,Commercial_gym,0,0,0,1,1,1,0,1,No,2208,0,1,1,1,0,1,1,0,1,0,1,0,1,0,1,0,Every_6_months,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,5,3,4,0,1,1,1,0,1,0,Prefers_3rd_party,2655,Yes,Fashion_First
1052,18-22,Male,Metro,Salaried_Private,40k-60k,1,0,1,0,1,0,1,0,0,5-7_days,Commercial_gym,1,1,1,0,0,1,0,0,No,2760,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,1,Every_2-3_months,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,2,3,4,4,1,1,0,1,0,1,1,Installed_rarely,3852,Yes,Serious_Athlete
1053,28-32,Female,Metro,Freelancer,80k-100k,1,0,0,0,1,1,0,0,0,3-4_days,Commercial_gym,0,1,1,0,1,0,1,1,Yes_occasional,3288,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,Monthly_or_more,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,2,4,3,3,1,1,1,1,0,0,0,Prefers_3rd_party,4030,Maybe,Casual_Gym_Goer
1054,28-32,Male,Metro,Salaried_Public,40k-60k,1,0,0,1,0,1,0,0,0,5-7_days,Commercial_gym,1,1,1,0,0,0,1,1,Yes_occasional,1200,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Every_6_months,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,3,3,3,4,0,1,0,0,0,1,1,Prefers_3rd_party,1248,Yes,Serious_Athlete
1055,28-32,Female,Metro,Salaried_Public,20k-40k,1,1,1,1,0,0,0,1,0,5-7_days,Commercial_gym,1,1,0,1,0,0,0,1,No,2051,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,Every_2-3_months,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,4,4,5,4,1,1,1,1,0,1,1,Prefers_3rd_party,2052,Yes,Casual_Gym_Goer
1056,23-27,Male,Metro,Business_Owner,60k-80k,1,1,0,0,0,1,0,1,0,1-2_days,Sports_club,0,0,0,0,1,1,0,0,No,8414,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,Every_2-3_months,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,3,4,2,1,1,0,0,0,0,0,Uses_regularly,13114,Yes,Fashion_First
1057,23-27,Female,Tier_2,Student,Below_20k,1,0,0,1,0,0,0,0,0,3-4_days,Outdoors,0,1,0,0,1,0,0,0,Yes_occasional,525,0,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,Rarely,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,3,3,3,5,1,1,0,0,1,0,0,Installed_rarely,493,Yes,Budget_Student
1058,18-22,Male,Metro,Other,20k-40k,1,0,1,1,1,0,1,1,0,3-4_days,Commercial_gym,0,1,0,0,1,0,0,1,No,3371,1,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,Rarely,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,0,1,2,4,3,3,1,0,0,1,1,0,0,No_mobile_shopping,3608,No,Casual_Gym_Goer
1059,18-22,Female,Tier_1,Student,80k-100k,0,1,0,1,1,1,0,1,0,3-4_days,Commercial_gym,1,1,0,1,0,0,0,0,Yes_influences_purchases,7643,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,Every_2-3_months,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,3,4,4,5,0,0,1,1,1,1,0,Prefers_3rd_party,10616,Yes,Fashion_First
1060,23-27,Male,Tier_1,Freelancer,20k-40k,0,0,1,1,1,0,0,0,0,1-2_days,Sports_club,1,0,1,0,0,0,1,1,Yes_occasional,1398,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,Every_2-3_months,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,4,2,1,4,0,0,1,1,1,0,1,Uses_regularly,2596,Yes,Outdoor_Enthusiast
1061,18-22,Male,Metro,Salaried_Private,20k-40k,1,0,0,0,0,1,0,0,0,1-2_days,Online_virtual,0,1,0,0,0,0,0,0,Yes_occasional,842,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,Rarely,0,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,1,0,5,5,3,3,0,1,1,0,1,0,0,Installed_rarely,1309,No,Budget_Student
1062,23-27,Male,Metro,Freelancer,40k-60k,0,1,0,0,0,0,0,0,0,1-2_days,Dont_workout,0,0,0,0,0,0,0,0,Yes_influences_purchases,3680,0,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,Monthly_or_more,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,2,3,3,5,1,1,1,1,1,1,1,Prefers_3rd_party,5431,Maybe,Fashion_First
1063,23-27,Male,Metro,Salaried_Private,20k-40k,1,0,0,1,1,0,0,0,0,3-4_days,Home,1,1,0,0,0,1,0,1,Yes_influences_purchases,2276,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,Every_2-3_months,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,2,2,3,0,0,1,0,1,0,0,Uses_regularly,3119,Yes,Casual_Gym_Goer
1064,28-32,Male,Metro,Salaried_Public,20k-40k,0,0,0,0,1,0,0,1,0,1-2_days,Dont_workout,1,1,1,0,0,1,0,0,No,1594,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,Every_2-3_months,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,3,3,5,4,1,1,0,0,1,1,0,Installed_rarely,2218,Yes,Fashion_First
1065,23-27,Female,Metro,Student,20k-40k,1,0,1,0,0,0,0,1,0,3-4_days,Commercial_gym,0,1,0,0,0,1,0,0,No,1908,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,Monthly_or_more,1,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,4,3,4,3,1,1,1,0,1,0,0,Prefers_3rd_party,1920,Yes,Casual_Gym_Goer
1066,18-22,Female,Tier_2,Student,Below_20k,1,0,0,0,0,1,0,0,0,5-7_days,Commercial_gym,1,0,0,0,1,1,1,1,Yes_occasional,751,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,Monthly_or_more,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,2,3,4,4,1,1,0,1,1,1,0,Prefers_3rd_party,1029,No,Budget_Student
1067,23-27,Female,Tier_1,Salaried_Private,80k-100k,1,1,1,0,0,0,0,1,0,1-2_days,Commercial_gym,1,1,0,0,0,0,1,0,No,1498,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1,Every_6_months,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,3,2,4,1,1,0,1,1,0,0,Installed_rarely,1880,Yes,Casual_Gym_Goer
1068,23-27,Male,Tier_3,Salaried_Private,40k-60k,0,1,1,1,0,1,1,1,0,3-4_days,Outdoors,1,0,0,1,1,1,1,0,Yes_occasional,3534,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,Every_6_months,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,4,3,4,3,0,0,1,1,1,0,1,Uses_regularly,4524,No,Outdoor_Enthusiast
1069,28-32,Male,Metro,Salaried_Private,40k-60k,0,1,0,0,0,0,0,1,0,3-4_days,Commercial_gym,0,1,1,0,1,0,1,1,Yes_occasional,5154,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,Every_2-3_months,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,5,3,2,5,0,0,0,1,1,1,0,Uses_regularly,8810,No,Serious_Athlete
1070,23-27,Male,Tier_1,Salaried_Private,40k-60k,1,1,0,1,0,1,0,1,0,3-4_days,Commercial_gym,1,0,0,0,0,1,0,0,Yes_influences_purchases,692,0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,Every_2-3_months,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,4,3,1,2,1,0,0,1,0,0,0,Prefers_3rd_party,163,Yes,Casual_Gym_Goer
1071,18-22,Male,Tier_2,Student,60k-80k,1,0,0,0,0,1,0,0,0,1-2_days,Commercial_gym,1,0,0,0,0,1,0,0,Yes_influences_purchases,943,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,Every_6_months,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,4,2,5,5,0,1,0,1,0,0,0,No_mobile_shopping,883,No,Budget_Student
1072,33-35,Male,Metro,Salaried_Private,20k-40k,1,1,1,0,0,1,0,1,0,5-7_days,Home,0,0,0,0,1,1,0,0,Yes_influences_purchases,1992,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,Every_2-3_months,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,4,4,5,3,0,1,1,0,0,0,1,Prefers_3rd_party,2523,Yes,Fashion_First
1073,28-32,Male,Metro,Salaried_Private,80k-100k,1,1,0,1,0,0,0,0,0,3-4_days,Outdoors,1,1,1,1,1,0,0,1,Yes_influences_purchases,5348,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,Rarely,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,4,3,2,4,1,1,0,1,0,0,0,Uses_regularly,6372,Yes,Casual_Gym_Goer
1074,23-27,Female,Tier_1,Student,Below_20k,1,0,0,0,1,0,0,0,0,5-7_days,Outdoors,1,0,0,0,1,0,1,0,Yes_influences_purchases,451,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,Yearly,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,3,5,3,1,1,1,1,1,1,0,Prefers_3rd_party,572,No,Budget_Student
1075,23-27,Prefer_not_to_say,Tier_2,Salaried_Private,60k-80k,1,0,1,0,0,0,0,0,0,0_days,Commercial_gym,1,1,1,0,1,0,0,1,Yes_influences_purchases,982,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,1,Every_2-3_months,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,2,4,2,2,0,1,1,1,1,0,0,Prefers_3rd_party,1554,Maybe,Budget_Student
1076,33-35,Male,Tier_1,Student,20k-40k,0,1,1,0,0,0,0,1,0,5-7_days,Commercial_gym,1,1,0,1,0,1,1,0,Yes_occasional,1816,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,Every_2-3_months,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,3,5,3,5,1,1,0,1,0,0,0,Prefers_3rd_party,2230,Yes,Casual_Gym_Goer
1077,23-27,Female,Metro,Freelancer,Below_20k,0,1,0,0,1,0,0,0,0,1-2_days,Commercial_gym,1,1,0,1,0,0,0,1,Yes_influences_purchases,1643,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,Every_6_months,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,3,3,4,2,1,1,1,1,1,1,0,Installed_rarely,2363,Maybe,Fashion_First
1078,23-27,Male,Tier_3,Salaried_Private,40k-60k,0,0,1,1,0,0,0,1,0,1-2_days,Home,1,1,0,0,1,1,0,1,Yes_occasional,2620,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,Every_2-3_months,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,2,4,4,5,1,1,1,0,0,0,0,Installed_rarely,3607,Maybe,Fashion_First
1079,23-27,Male,Metro,Student,20k-40k,0,0,0,0,0,0,0,1,0,5-7_days,Home,1,0,0,0,0,1,0,1,Yes_influences_purchases,3697,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,Every_6_months,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,3,3,5,1,1,1,1,1,0,0,Uses_regularly,6445,Yes,Fashion_First
1080,23-27,Female,Tier_3,Salaried_Private,60k-80k,0,1,0,0,0,1,1,0,0,3-4_days,Home,1,1,0,0,1,1,0,0,Yes_occasional,3122,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,Monthly_or_more,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,4,5,4,1,1,1,1,1,0,0,Installed_rarely,3026,Yes,Casual_Gym_Goer
1081,23-27,Male,Tier_2,Salaried_Private,60k-80k,1,0,0,0,0,0,0,0,0,3-4_days,Sports_club,0,1,1,0,1,0,0,1,Yes_influences_purchases,3993,0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,Every_2-3_months,1,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,3,5,3,1,1,0,0,1,0,0,No_mobile_shopping,5262,Maybe,Casual_Gym_Goer
1082,18-22,Female,Tier_2,Student,20k-40k,1,0,0,1,0,1,0,0,0,3-4_days,Commercial_gym,0,0,1,0,1,1,0,1,No,415,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,Every_6_months,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,3,5,4,1,0,0,1,0,0,0,Prefers_3rd_party,602,No,Budget_Student
1083,23-27,Male,Tier_2,Student,Below_20k,1,0,1,0,1,0,0,1,0,3-4_days,Commercial_gym,0,0,1,0,1,1,0,0,No,515,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,Every_6_months,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,2,4,3,4,1,1,0,0,0,0,0,Prefers_3rd_party,553,No,Budget_Student
1084,28-32,Male,Metro,Salaried_Private,60k-80k,0,0,0,0,0,0,1,1,0,1-2_days,Commercial_gym,0,0,0,1,1,1,0,1,No,2790,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,1,Every_2-3_months,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,3,4,3,1,1,1,0,0,0,0,1,Installed_rarely,3595,Yes,Outdoor_Enthusiast
1085,23-27,Female,Tier_1,Student,Below_20k,1,0,0,0,1,1,1,0,0,5-7_days,Outdoors,1,1,1,0,0,0,0,0,Yes_occasional,359,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,Yearly,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,0,3,2,5,5,1,1,1,1,1,0,0,Uses_regularly,683,Yes,Budget_Student
1086,23-27,Male,Tier_2,Student,Above_100k,0,1,1,0,0,0,1,0,0,5-7_days,Commercial_gym,0,1,1,1,1,0,1,0,No,10104,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,Monthly_or_more,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,4,4,3,3,1,0,1,1,1,0,1,Prefers_3rd_party,13747,Yes,Outdoor_Enthusiast
1087,23-27,Female,Tier_2,Salaried_Private,60k-80k,0,0,1,1,0,1,1,1,0,5-7_days,Outdoors,1,1,1,1,1,0,1,0,Yes_occasional,2578,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,Every_2-3_months,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,0,1,1,5,3,1,3,1,1,1,1,1,0,1,Prefers_3rd_party,2730,Maybe,Outdoor_Enthusiast
1088,28-32,Male,Metro,Freelancer,60k-80k,1,1,1,1,1,0,1,0,0,5-7_days,Outdoors,0,0,1,1,0,0,1,0,Yes_occasional,2781,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,Monthly_or_more,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,1,0,5,4,2,2,1,0,0,1,1,0,1,Prefers_3rd_party,4378,Yes,Outdoor_Enthusiast
1089,23-27,Female,Metro,Salaried_Private,80k-100k,0,0,0,1,0,0,1,0,0,3-4_days,Home,0,0,1,1,0,0,0,1,Yes_occasional,1554,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,Every_6_months,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,4,1,4,4,0,1,1,0,1,0,0,Prefers_3rd_party,2206,Yes,Fashion_First
1090,33-35,Male,Metro,Salaried_Private,40k-60k,0,0,0,0,0,0,0,1,0,3-4_days,Home,1,0,1,0,0,0,0,1,Yes_influences_purchases,1421,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,Every_2-3_months,1,1,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,2,4,4,1,1,1,1,1,0,0,0,Prefers_3rd_party,1731,Yes,Casual_Gym_Goer
1091,28-32,Male,Tier_1,Salaried_Private,40k-60k,1,1,0,0,0,0,1,0,0,0_days,Commercial_gym,0,0,0,1,0,0,0,1,Yes_occasional,707,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,Monthly_or_more,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,3,4,4,4,1,0,1,1,0,0,0,Prefers_3rd_party,223,Yes,Casual_Gym_Goer
1092,33-35,Female,Tier_1,Salaried_Private,20k-40k,0,0,0,1,1,1,0,0,0,5-7_days,Online_virtual,0,0,0,0,1,1,0,0,No,3296,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,Every_2-3_months,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,4,3,3,0,1,1,0,1,0,0,Prefers_3rd_party,2838,Maybe,Fashion_First
1093,28-32,Male,Tier_2,Student,60k-80k,1,0,0,0,1,0,0,1,0,5-7_days,Commercial_gym,1,0,0,0,1,1,0,1,Yes_influences_purchases,3533,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,Every_6_months,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,3,3,2,2,1,1,0,1,1,0,0,No_mobile_shopping,3052,Maybe,Casual_Gym_Goer
1094,33-35,Male,Tier_2,Student,40k-60k,1,1,0,1,1,0,1,1,0,3-4_days,Home,0,1,1,0,1,1,1,0,Yes_influences_purchases,2909,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,Monthly_or_more,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,4,3,3,3,1,0,1,1,1,0,0,Prefers_3rd_party,3707,Yes,Casual_Gym_Goer
1095,23-27,Prefer_not_to_say,Tier_1,Student,Below_20k,1,0,0,0,0,1,0,1,0,5-7_days,Online_virtual,1,1,0,0,1,1,0,0,Yes_influences_purchases,1660,0,1,1,0,0,1,0,1,0,0,1,1,1,0,1,1,Every_2-3_months,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,2,3,4,5,1,1,1,0,1,1,0,Uses_regularly,2462,No,Fashion_First
1096,18-22,Female,Metro,Salaried_Private,60k-80k,1,0,1,0,1,1,1,1,0,3-4_days,Commercial_gym,0,1,0,0,0,1,0,0,Yes_occasional,1898,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,Monthly_or_more,1,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,4,3,3,5,1,1,0,0,0,0,1,Prefers_3rd_party,2960,Yes,Casual_Gym_Goer
1097,18-22,Female,Tier_1,Salaried_Private,Below_20k,1,0,0,0,1,0,0,0,0,3-4_days,Commercial_gym,1,1,0,0,0,0,1,0,Yes_occasional,1459,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,Monthly_or_more,1,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,4,2,2,3,0,0,1,0,1,0,1,Uses_regularly,2588,Maybe,Casual_Gym_Goer
1098,23-27,Female,Tier_1,Salaried_Private,60k-80k,1,0,1,1,0,0,1,0,0,3-4_days,Outdoors,1,1,1,1,1,0,1,0,Yes_occasional,3230,0,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,Monthly_or_more,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,4,4,2,2,1,1,1,1,0,0,1,No_mobile_shopping,4173,Maybe,Outdoor_Enthusiast
1099,18-22,Female,Metro,Student,Below_20k,0,1,0,0,0,0,0,1,0,3-4_days,Commercial_gym,1,1,0,0,0,1,1,0,Yes_influences_purchases,554,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,Every_6_months,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,3,3,3,4,1,1,1,0,0,0,0,Installed_rarely,701,Maybe,Budget_Student
1100,23-27,Female,Metro,Business_Owner,40k-60k,1,0,0,0,1,1,0,0,0,5-7_days,Commercial_gym,1,0,1,0,0,0,1,1,Yes_occasional,100,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,Every_2-3_months,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,3,5,3,4,0,1,1,1,0,0,1,Prefers_3rd_party,157,Yes,Serious_Athlete
1101,33-35,Male,Metro,Salaried_Private,80k-100k,1,0,1,0,0,1,0,1,0,3-4_days,Commercial_gym,1,1,0,0,0,0,1,1,No,3292,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,Every_2-3_months,1,0,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,2,4,4,2,1,1,1,1,0,0,0,Prefers_3rd_party,3269,Yes,Serious_Athlete
1102,18-22,Male,Metro,Salaried_Private,Below_20k,1,0,0,0,1,0,0,0,0,3-4_days,Home,1,1,0,0,0,0,1,0,No,790,1,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,Every_2-3_months,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,2,1,4,5,0,0,1,0,0,0,0,No_mobile_shopping,1236,Maybe,Casual_Gym_Goer
1103,33-35,Male,Tier_1,Salaried_Private,60k-80k,0,0,1,1,0,1,1,0,0,3-4_days,Outdoors,1,0,1,1,1,1,1,1,Yes_occasional,3928,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,Every_6_months,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,5,3,3,3,1,1,0,1,1,0,0,Installed_rarely,5230,Yes,Outdoor_Enthusiast
1104,28-32,Female,Metro,Freelancer,60k-80k,1,0,1,1,0,1,1,0,0,3-4_days,Outdoors,0,0,0,0,1,1,0,0,No,1295,0,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1,Rarely,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,3,4,3,5,0,1,0,0,0,0,1,Uses_regularly,1734,Yes,Outdoor_Enthusiast
1105,28-32,Female,Metro,Salaried_Public,80k-100k,1,1,0,0,0,1,0,0,0,3-4_days,Home,0,0,0,1,1,0,1,1,No,12030,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,Monthly_or_more,1,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,4,3,2,4,0,1,0,1,0,0,0,Prefers_3rd_party,16428,Yes,Serious_Athlete
